Effective date ,S&P 500 Energy (Sector) (TR),S&P 500 Energy (Sector) (Net TR),S&P 500 Energy (Sector)
1/22/2018,999.26,423.21,576.52
1/23/2018,997.75,422.57,575.64
1/24/2018,995.28,421.52,574.21
1/25/2018,987.57,418.26,569.76
1/26/2018,993.81,420.87,573.24
1/29/2018,978.43,414.36,564.37
1/30/2018,958.84,406.04,552.97
1/31/2018,959.67,406.4,553.45
2/1/2018,970.23,410.87,559.54
2/2/2018,930.2,393.91,536.43
2/5/2018,889.7,376.76,513.07
2/6/2018,896.13,379.42,516.52
2/7/2018,881.19,373.1,507.9
2/8/2018,854.95,361.99,492.78
2/9/2018,854.43,361.45,491.04
2/12/2018,868.76,367.49,499.15
2/13/2018,864.88,365.84,496.92
2/14/2018,877.02,370.98,503.89
2/15/2018,874.74,369.83,501.76
2/16/2018,872.78,368.98,500.52
2/20/2018,868.02,366.94,497.69
2/21/2018,853.64,360.86,489.44
2/22/2018,862.86,364.76,494.73
2/23/2018,881.81,372.77,505.59
2/26/2018,887.6,375.22,508.91
2/27/2018,875.85,370.25,502.15
2/28/2018,855.83,361.78,490.67
3/1/2018,854.45,361.2,489.87
3/2/2018,857.92,362.66,491.86
3/5/2018,867.06,366.53,497.11
3/6/2018,867.53,366.72,497.31
3/7/2018,860.32,363.67,493.18
3/8/2018,859.9,363.41,492.6
3/9/2018,876.61,370.48,502.18
3/12/2018,876.1,370.26,501.89
3/13/2018,869.89,367.62,498.27
3/14/2018,864.26,365.25,495.04
3/15/2018,860.64,363.71,492.95
3/16/2018,869.36,367.39,497.93
3/19/2018,854.69,361.19,489.5
3/20/2018,861.86,364.22,493.61
3/21/2018,884.52,373.79,506.58
3/22/2018,866.51,366.18,496.27
3/23/2018,861.34,364,493.31
3/26/2018,876.63,370.46,502.07
3/27/2018,868.96,367.22,497.67
3/28/2018,851.7,359.92,487.78
3/29/2018,870.06,367.68,498.29
4/2/2018,852.7,360.34,488.35
4/3/2018,870.92,368.04,498.79
4/4/2018,869.73,367.54,498.1
4/5/2018,885.5,374.21,507.14
4/6/2018,869.19,367.31,497.8
4/9/2018,873.26,369.03,500.13
4/10/2018,902.25,381.28,516.73
4/11/2018,911.65,385.26,522.11
4/12/2018,911.59,385.23,522.08
4/13/2018,921.57,389.44,527.75
4/16/2018,930.92,393.39,533.1
4/17/2018,934.62,394.95,535.23
4/18/2018,949.07,401.06,543.5
4/19/2018,950.4,401.62,544.26
4/20/2018,945.6,399.59,541.48
4/23/2018,951.38,402.03,544.78
4/24/2018,941.16,397.71,538.93
4/25/2018,948.82,400.94,543.32
4/26/2018,963.09,406.98,551.49
4/27/2018,951.84,402.16,544.78
4/30/2018,951.46,402,544.56
5/1/2018,946.19,399.78,541.54
5/2/2018,949.92,401.35,543.68
5/3/2018,947.71,400.42,542.41
5/4/2018,952,402.22,544.84
5/7/2018,953.74,402.96,545.84
5/8/2018,961.18,406.1,550.1
5/9/2018,980.73,414.36,561.29
5/10/2018,988.74,417.74,565.87
5/11/2018,990.28,418.07,565.28
5/14/2018,996.54,420.71,568.85
5/15/2018,996.87,420.83,568.92
5/16/2018,1000.77,422.45,571.02
5/17/2018,1015.41,428.43,578.51
5/18/2018,1007.46,425.05,573.85
5/21/2018,1017.28,429.18,579.4
5/22/2018,1004.28,423.7,571.99
5/23/2018,1004.26,423.69,571.98
5/24/2018,987.51,416.62,562.44
5/25/2018,961.76,405.76,547.77
5/29/2018,958.67,404.45,546.01
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
