Effective date ,S&P 500 Energy (Sector) (TR),S&P 500 Energy (Sector) (Net TR),S&P 500 Energy (Sector)
3/28/2012,794.02,352.14,534.19
3/29/2012,794.36,352.3,534.42
3/30/2012,800.33,354.94,538.43
4/2/2012,807.73,358.22,543.41
4/3/2012,799.78,354.7,538.06
4/4/2012,790.06,350.39,531.52
4/5/2012,785.89,348.54,528.72
4/9/2012,775.89,344.1,521.99
4/10/2012,760.88,337.45,511.89
4/11/2012,761.04,337.52,512
4/12/2012,776.91,344.55,522.64
4/13/2012,764.66,339.11,514.39
4/16/2012,762.65,338.22,513.04
4/17/2012,776.02,344.16,522.04
4/18/2012,774.49,343.47,521.01
4/19/2012,772.33,342.51,519.53
4/20/2012,771.63,342.2,519.06
4/23/2012,770.79,341.83,518.5
4/24/2012,776.48,344.35,522.32
4/25/2012,783.26,347.36,526.88
4/26/2012,789.03,349.92,530.77
4/27/2012,788.66,349.75,530.49
4/30/2012,792.61,351.5,533.15
5/1/2012,803.8,356.46,540.68
5/2/2012,790.91,350.75,532
5/3/2012,779.25,345.57,524.11
5/4/2012,762.37,338.08,512.76
5/7/2012,760.73,337.35,511.65
5/8/2012,757.93,336.11,509.77
5/9/2012,752.7,333.78,506.16
5/10/2012,756.99,335.48,508.03
5/11/2012,751.61,333.09,504.42
5/14/2012,740.1,327.97,496.59
5/15/2012,729.13,323.11,489.22
5/16/2012,726.74,321.92,486.95
5/17/2012,722.26,319.87,483.63
5/18/2012,717.24,317.65,480.27
5/21/2012,732.49,324.39,490.45
5/22/2012,730.13,323.35,488.87
5/23/2012,732.97,324.6,490.77
5/24/2012,732.53,324.41,490.48
5/25/2012,730.18,323.37,488.9
5/29/2012,739.86,327.65,495.38
5/30/2012,718.07,317.98,480.65
5/31/2012,711.88,315.24,476.51
6/1/2012,696.84,308.58,466.44
6/4/2012,696.63,308.48,466.27
6/5/2012,700.84,310.34,469.09
6/6/2012,723.23,320.21,483.84
6/7/2012,724.54,320.79,484.71
6/8/2012,724.56,320.8,484.73
6/11/2012,716.12,317.06,479.07
6/12/2012,725.39,321.16,485.27
6/13/2012,717.54,317.67,479.96
6/14/2012,729.53,322.98,487.97
6/15/2012,742.59,328.76,496.71
6/18/2012,736.36,326.01,492.54
6/19/2012,746.8,330.63,499.52
6/20/2012,744.52,329.62,498
6/21/2012,714.8,316.46,478.12
6/22/2012,717.87,317.82,480.17
6/25/2012,704.35,311.84,471.13
6/26/2012,712.2,315.31,476.38
6/27/2012,725.6,321.24,485.34
6/28/2012,729.95,323.17,488.25
6/29/2012,752.4,333.11,503.27
7/2/2012,752.19,333.01,503.13
7/3/2012,768.5,340.24,514.04
7/5/2012,757.96,335.57,506.99
7/6/2012,749.79,331.95,501.52
7/9/2012,745.52,330.06,498.67
7/10/2012,735.21,325.5,491.77
7/11/2012,745.41,330.01,498.59
7/12/2012,742.3,328.63,496.49
7/13/2012,755.32,334.39,505.18
7/16/2012,757.55,335.38,506.67
7/17/2012,766.36,339.28,512.57
7/18/2012,772.71,342.09,516.82
7/19/2012,774.74,342.91,517.78
7/20/2012,775.23,343.13,518.11
7/23/2012,767.74,339.82,513.11
7/24/2012,757.02,335.07,505.94
7/25/2012,758.07,335.54,506.64
7/26/2012,778.32,344.5,520.18
7/27/2012,790.49,349.87,528.23
7/30/2012,792.5,350.76,529.55
7/31/2012,783.74,346.88,523.7
8/1/2012,787.53,348.55,526.23
8/2/2012,774.56,342.81,517.51
8/3/2012,792.83,350.89,529.72
8/6/2012,793.97,351.39,530.48
8/7/2012,804.48,356.05,537.5
8/8/2012,805.98,356.69,538.4
8/9/2012,810.4,358.45,540.36
8/10/2012,813.02,359.61,542.1
8/13/2012,808.99,357.82,539.38
8/14/2012,808.36,357.52,538.87
8/15/2012,807.02,356.79,537.29
8/16/2012,814.83,360.24,542.49
8/17/2012,813.08,359.47,541.32
8/20/2012,811.06,358.58,539.98
8/21/2012,808.11,357.27,538.01
8/22/2012,810.38,358.26,539.45
8/23/2012,802.4,354.73,534.14
8/24/2012,807.66,357.06,537.64
8/27/2012,806.7,356.64,537
8/28/2012,808.1,357.25,537.93
8/29/2012,803.64,355.25,534.82
8/30/2012,794.99,351.43,529.06
8/31/2012,801.77,354.42,533.54
9/4/2012,796.19,351.95,529.83
9/5/2012,793.83,350.91,528.26
9/6/2012,810.08,358.05,538.87
9/7/2012,823.28,363.89,547.66
9/10/2012,819.61,362.26,545.2
9/11/2012,827.08,365.57,550.17
9/12/2012,830.4,367.02,552.33
9/13/2012,845.78,373.82,562.54
9/14/2012,856.84,378.7,569.9
9/17/2012,850.14,375.74,565.44
9/18/2012,844.02,373.04,561.37
9/19/2012,836.13,369.55,556.12
9/20/2012,839.74,371.15,558.53
9/21/2012,841.31,371.84,559.57
9/24/2012,836.93,369.91,556.66
9/25/2012,829.46,366.6,551.69
9/26/2012,822.11,363.35,546.8
9/27/2012,832.83,368.09,553.93
9/28/2012,828.72,366.27,551.19
10/1/2012,833.2,368.26,554.18
10/2/2012,833.56,368.42,554.42
10/3/2012,824.28,364.31,548.24
10/4/2012,832.56,367.97,553.75
10/5/2012,831.32,367.43,552.93
10/8/2012,832.48,367.94,553.7
10/9/2012,832.55,367.97,553.75
10/10/2012,817.66,361.39,543.84
10/11/2012,823.1,363.72,547.08
10/12/2012,818.83,361.83,544.24
10/15/2012,823.08,363.7,547.04
10/16/2012,835.74,369.3,555.46
10/17/2012,845.62,373.66,562.02
10/18/2012,845.91,373.79,562.19
10/19/2012,833.22,368.18,553.76
10/22/2012,829.64,366.6,551.38
10/23/2012,810.04,357.94,538.35
10/24/2012,804.96,355.69,534.98
10/25/2012,812.41,358.98,539.93
10/26/2012,813.18,359.32,540.44
10/31/2012,812.61,359.05,539.94
11/1/2012,817.51,361.2,543.14
11/2/2012,803.56,355.04,533.87
11/5/2012,809.38,357.61,537.74
11/6/2012,822.05,363.21,546.16
11/7/2012,798.54,352.6,529.44
11/8/2012,785.38,346.79,520.71
11/9/2012,785.53,346.86,520.82
11/12/2012,786.62,347.34,521.54
11/13/2012,782.15,345.37,518.57
11/14/2012,773.22,341.28,511.96
11/15/2012,774.02,341.63,512.49
11/16/2012,776.83,342.88,514.35
11/19/2012,794.32,350.57,525.8
11/20/2012,791.18,349.19,523.72
11/21/2012,795.54,351.11,526.61
11/23/2012,806.07,355.76,533.58
11/26/2012,799.47,352.84,529.21
11/27/2012,791.89,349.5,524.2
11/28/2012,800.5,353.3,529.88
11/29/2012,801.46,353.69,530.38
11/30/2012,801.2,353.58,530.21
12/3/2012,796.31,351.42,526.97
12/4/2012,793.31,350.09,524.95
12/5/2012,799,352.58,528.62
12/6/2012,801.73,353.75,530.23
12/7/2012,806.97,356.06,533.69
12/10/2012,806.19,355.71,533.16
12/11/2012,810.62,357.66,536.09
12/12/2012,813.88,359.1,538.22
12/13/2012,806.69,355.92,533.45
12/14/2012,803.05,354.32,531.05
12/17/2012,810.15,357.45,535.74
12/18/2012,823.79,363.47,544.76
12/19/2012,817.24,360.57,540.42
12/20/2012,823.18,363.2,544.35
12/21/2012,813.63,358.98,538.03
12/24/2012,807.76,356.39,534.15
12/26/2012,804.75,355.07,532.16
12/27/2012,803.65,354.58,531.43
12/28/2012,789.44,348.31,522.03
12/31/2012,805.96,355.6,532.96
1/2/2013,824.76,363.89,545.39
1/3/2013,823.95,363.53,544.85
1/4/2013,832.58,367.34,550.56
1/7/2013,825.77,364.34,546.06
1/8/2013,824.45,363.76,545.19
1/9/2013,822.79,363.02,544.08
1/10/2013,830.59,366.46,549.24
1/11/2013,832.46,367.28,550.46
1/14/2013,832.37,367.25,550.41
1/15/2013,835.56,368.65,552.49
1/16/2013,838.14,369.79,554.2
1/17/2013,843.97,372.36,558.03
1/18/2013,851.59,375.72,563.07
1/22/2013,859.02,378.99,567.98
1/23/2013,855.86,377.6,565.89
1/24/2013,859.52,379.22,568.31
1/25/2013,867,382.52,573.26
1/28/2013,864.16,381.26,571.38
1/29/2013,877.84,387.28,580.33
1/30/2013,871.98,384.7,576.47
1/31/2013,867.4,382.67,573.41
2/1/2013,875.43,386.21,578.72
2/4/2013,867.13,382.55,573.23
2/5/2013,873.47,385.34,577.41
2/6/2013,873.71,385.45,577.57
2/7/2013,870.66,383.9,574.53
2/8/2013,877.83,387.07,579.27
2/11/2013,873.01,384.93,576.04
2/12/2013,875.74,386.13,577.85
2/13/2013,878.74,387.31,579.07
2/14/2013,883.86,389.49,582.1
2/15/2013,874.93,385.51,575.96
2/19/2013,885.14,389.99,582.61
2/20/2013,869.07,382.91,572.03
2/21/2013,863.24,380.34,568.2
2/22/2013,871.41,383.94,573.57
2/25/2013,849.5,374.29,559.15
2/26/2013,857.41,377.77,564.35
2/27/2013,870.49,383.53,572.96
2/28/2013,871.15,383.82,573.39
3/1/2013,869.24,382.98,572.13
3/4/2013,867.21,382.08,570.75
3/5/2013,873.47,384.84,574.87
3/6/2013,874.34,385.16,575.16
3/7/2013,876.61,386.15,576.61
3/8/2013,880.57,387.9,579.21
3/11/2013,880.92,388.05,579.42
3/12/2013,882.03,388.54,580.15
3/13/2013,880.48,387.84,579.07
3/14/2013,891.95,392.89,586.61
3/15/2013,890.61,392.31,585.73
3/18/2013,882.76,388.85,580.57
3/19/2013,874.46,385.19,575.11
3/20/2013,879.52,387.42,578.44
3/21/2013,874.91,385.39,575.41
3/22/2013,882.1,388.55,580.13
3/25/2013,878.75,387.08,577.93
3/26/2013,888.11,391.2,584.09
3/27/2013,890.73,392.36,585.81
3/28/2013,887.95,391.13,583.98
4/1/2013,887.8,391.07,583.88
4/2/2013,883.63,389.23,581.14
4/3/2013,869.39,382.96,571.78
4/4/2013,868.39,382.52,571.12
4/5/2013,868.45,382.54,571.16
4/8/2013,872.77,384.44,574
4/9/2013,879.33,387.33,578.31
4/10/2013,883.75,389.28,581.22
4/11/2013,887.8,391.06,583.87
4/12/2013,876.04,385.88,576.11
4/15/2013,842.1,370.93,553.79
4/16/2013,851.15,374.92,559.74
4/17/2013,834.61,367.63,548.87
4/18/2013,840.53,370.23,552.73
4/19/2013,840.27,370.12,552.56
4/22/2013,849.03,373.97,558.32
4/23/2013,858.71,378.24,564.69
4/24/2013,868.77,382.67,571.3
4/25/2013,867.62,382.14,570.45
4/26/2013,867.44,382.07,570.34
4/29/2013,875.96,385.82,575.94
4/30/2013,880.37,387.76,578.84
5/1/2013,865.97,381.42,569.36
5/2/2013,877.18,386.35,576.68
5/3/2013,893.02,393.32,587.07
5/6/2013,898.01,395.51,590.35
5/7/2013,904.06,398.18,594.33
5/8/2013,906.13,399.07,595.6
5/9/2013,905.27,398.48,593.95
5/10/2013,901.08,396.63,591.2
5/13/2013,900.87,396.54,591.06
5/14/2013,912.61,401.69,598.67
5/15/2013,910.4,400.56,596.44
5/16/2013,905.66,398.46,593.27
5/17/2013,919.96,404.75,602.63
5/20/2013,931.86,409.98,610.38
5/21/2013,931.48,409.81,610.14
5/22/2013,920.49,404.91,602.63
5/23/2013,918.65,404.1,601.43
5/24/2013,915.48,402.71,599.35
5/28/2013,924.7,406.76,605.39
5/29/2013,922.98,406,604.25
5/30/2013,920.87,405.08,602.87
5/31/2013,902.53,397.01,590.86
6/3/2013,911.9,401.09,596.79
6/4/2013,904.72,397.93,592.09
6/5/2013,894.72,393.51,585.45
6/6/2013,900.94,396.2,589.28
6/7/2013,911.56,400.87,596.22
6/10/2013,909.1,399.79,594.6
6/11/2013,896.3,394.16,586.23
6/12/2013,889.72,391.25,581.85
6/13/2013,905.23,398.07,591.98
6/14/2013,896.46,394.21,586.24
6/17/2013,908.07,399.32,593.84
6/18/2013,913.26,401.6,597.23
6/19/2013,904.1,397.57,591.24
6/20/2013,879.47,386.74,575.13
6/21/2013,882.32,387.99,576.99
6/24/2013,868.84,382.06,568.18
6/25/2013,878.48,386.3,574.49
6/26/2013,884.62,389,578.5
6/27/2013,886.57,389.86,579.78
6/28/2013,884.68,389.03,578.54
7/1/2013,889.6,391.19,581.76
7/2/2013,891.59,392.07,583.06
7/3/2013,891.83,392.17,583.21
7/5/2013,901.58,396.46,589.59
7/8/2013,907.89,399.24,593.72
7/9/2013,917.57,403.49,600.05
7/10/2013,912.23,401.14,596.56
7/11/2013,920.75,404.89,602.11
7/12/2013,924.37,406.48,604.48
7/15/2013,923.74,406.2,604.05
7/16/2013,918.58,403.93,600.67
7/17/2013,922.69,405.74,603.36
7/18/2013,931.9,409.72,609.03
7/19/2013,944.53,415.27,617.28
7/22/2013,942.2,414.24,615.76
7/23/2013,944.04,415.05,616.96
7/24/2013,935.01,411.08,611.06
7/25/2013,939.87,413.22,614.24
7/26/2013,937.28,412.08,612.55
7/29/2013,929.51,408.65,607.37
7/30/2013,926.89,407.49,605.65
7/31/2013,929.65,408.71,607.46
8/1/2013,940.63,413.52,614.56
8/2/2013,935.16,411.11,610.96
8/5/2013,932.54,409.96,609.26
8/6/2013,927.96,407.94,606.25
8/7/2013,924.87,406.57,604.15
8/8/2013,930.07,408.85,607.54
8/9/2013,927.15,407.35,604.56
8/12/2013,922.27,405.2,601.33
8/13/2013,923.86,405.89,602.34
8/14/2013,920.26,404.3,599.92
8/15/2013,915.29,401.96,595.94
8/16/2013,911.52,400.31,593.49
8/19/2013,897.72,394.22,584.37
8/20/2013,901.82,396.02,587.04
8/21/2013,896.96,393.88,583.87
8/22/2013,909.02,399.18,591.73
8/23/2013,915.77,402.15,596.12
8/26/2013,913.49,401.15,594.64
8/27/2013,907.98,398.73,591.05
8/28/2013,924.09,405.8,601.53
8/29/2013,914.06,401.39,594.99
8/30/2013,914.13,401.38,594.84
9/3/2013,919.5,403.74,598.33
9/4/2013,924.35,405.87,601.48
9/5/2013,926.72,406.9,602.98
9/6/2013,927.22,407.08,603.11
9/9/2013,936.75,411.26,609.27
9/10/2013,936.9,411.32,609.37
9/11/2013,944.25,414.51,613.98
9/12/2013,938.68,412.06,610.33
9/13/2013,939.13,412.26,610.62
9/16/2013,939.28,412.33,610.72
9/17/2013,943.27,414.08,613.31
9/18/2013,954.7,419.1,620.75
9/19/2013,952.66,418.2,619.42
9/20/2013,945.23,414.94,614.58
9/23/2013,940.53,412.88,611.53
9/24/2013,940.88,413.03,611.76
9/25/2013,940.41,412.82,611.45
9/26/2013,940.99,413.08,611.83
9/27/2013,938.08,411.8,609.94
9/30/2013,930.27,408.37,604.86
10/1/2013,935.33,410.59,608.14
10/2/2013,937.74,411.65,609.72
10/3/2013,929.87,408.2,604.6
10/4/2013,937.8,411.68,609.76
10/7/2013,931.19,408.77,605.45
10/8/2013,921.76,404.64,599.32
10/9/2013,918.76,403.32,597.37
10/10/2013,935.09,410.42,607.65
10/11/2013,944.74,414.65,613.92
10/14/2013,950.62,417.23,617.74
10/15/2013,946.55,415.44,615.08
10/16/2013,959.5,421.13,623.49
10/17/2013,961.56,422.03,624.83
10/18/2013,969.99,425.72,630.27
10/21/2013,966.27,424.09,627.86
10/22/2013,972.81,426.96,632.11
10/23/2013,959.72,421.22,623.6
10/24/2013,965.32,423.68,627.24
10/25/2013,969.28,425.41,629.82
10/28/2013,970.67,426.02,630.71
10/29/2013,977.2,428.87,634.86
10/30/2013,971.1,426.19,630.89
10/31/2013,969.01,425.26,629.49
11/1/2013,966.06,423.96,627.55
11/4/2013,978.75,429.54,635.79
11/5/2013,971.24,426.24,630.9
11/6/2013,977.11,428.8,634.64
11/7/2013,964.2,422.92,625.19
11/8/2013,977.92,428.93,634.08
11/11/2013,979.51,429.63,635.12
11/12/2013,971.19,425.96,629.63
11/13/2013,977.66,428.77,633.7
11/14/2013,984.06,431.43,637.11
11/15/2013,990.94,434.45,641.56
11/18/2013,984.96,431.8,637.59
11/19/2013,986.69,432.56,638.71
11/20/2013,983.77,431.28,636.82
11/21/2013,992.01,434.89,642.13
11/22/2013,997.55,437.32,645.71
11/25/2013,989.37,433.73,640.37
11/26/2013,985.98,432.24,638.17
11/27/2013,979.04,429.19,633.67
11/29/2013,977.47,428.51,632.66
12/2/2013,978.19,428.79,632.96
12/3/2013,981.42,430.2,635.05
12/4/2013,977.37,428.41,632.34
12/5/2013,973.25,426.59,629.61
12/6/2013,978.69,428.94,632.93
12/9/2013,979.61,429.33,633.49
12/10/2013,976.92,428.15,631.75
12/11/2013,963.18,422.1,622.73
12/12/2013,967.76,424.11,625.69
12/13/2013,964.1,422.5,623.3
12/16/2013,973.35,426.56,629.28
12/17/2013,967.47,423.98,625.48
12/18/2013,983.46,430.98,635.81
12/19/2013,985.65,431.94,637.23
12/20/2013,986.9,432.49,638.04
12/23/2013,987.24,432.64,638.26
12/24/2013,993.53,435.4,642.32
12/26/2013,1002.04,439.13,647.83
12/27/2013,1006.91,441.26,650.97
12/30/2013,998.86,437.73,645.77
12/31/2013,1007.99,441.73,651.67
1/2/2014,994.82,435.96,643.16
1/3/2014,992.3,434.86,641.53
1/6/2014,992.92,435.13,641.93
1/7/2014,1001.78,439.01,647.66
1/8/2014,994.95,436.02,643.24
1/9/2014,991.29,434.42,640.88
1/10/2014,992.77,435.06,641.83
1/13/2014,973.92,426.8,629.63
1/14/2014,984.55,431.46,636.5
1/15/2014,981.44,430.09,634.47
1/16/2014,982.2,430.42,634.96
1/17/2014,981.72,430.21,634.62
1/21/2014,986.69,432.39,637.84
1/22/2014,989.86,433.78,639.89
1/23/2014,978.77,428.91,632.71
1/24/2014,958.57,420.06,619.65
1/27/2014,955.3,418.63,617.54
1/28/2014,962.74,421.89,622.35
1/29/2014,957.21,419.44,618.66
1/30/2014,958.75,420.11,619.63
1/31/2014,944.52,413.88,610.44
2/3/2014,927.72,406.52,599.58
2/4/2014,934.54,409.51,603.98
2/5/2014,926.48,405.97,598.77
2/6/2014,940.3,411.8,606.57
2/7/2014,950.6,416.31,613.21
2/10/2014,944.69,413.71,609.35
2/11/2014,958.17,419.61,618.04
2/12/2014,955.95,418.46,615.76
2/13/2014,960.28,420.27,618.12
2/14/2014,974.75,426.54,627.11
2/18/2014,977.87,427.9,629.11
2/19/2014,978.45,428.15,629.42
2/20/2014,985.92,431.41,634.22
2/21/2014,979.08,428.42,629.81
2/24/2014,993.92,434.91,639.36
2/25/2014,993.78,434.85,639.27
2/26/2014,987.74,432.2,635.36
2/27/2014,987.62,432.15,635.29
2/28/2014,992.39,434.24,638.36
3/3/2014,986.48,431.65,634.51
3/4/2014,996.51,436.03,640.96
3/5/2014,985.79,431.34,634.07
3/6/2014,991.75,433.89,637.61
3/7/2014,995.72,435.63,640.16
3/10/2014,997.83,436.54,641.48
3/11/2014,986.18,431.45,633.99
3/12/2014,986.91,431.73,634.28
3/13/2014,977.31,427.53,628.11
3/14/2014,978.67,428.12,628.98
3/17/2014,984.94,430.87,633.01
3/18/2014,992.64,434.23,637.94
3/19/2014,983.61,430.28,632.13
3/20/2014,988.58,432.45,635.32
3/21/2014,991.12,433.57,636.96
3/24/2014,989.96,433.06,636.21
3/25/2014,998.27,436.69,641.55
3/26/2014,995.07,435.29,639.49
3/27/2014,1003.64,439.04,645
3/28/2014,1016.05,444.47,652.98
3/31/2014,1015.93,444.42,652.9
4/1/2014,1021.35,446.79,656.38
4/2/2014,1024.6,448.21,658.47
4/3/2014,1030.38,450.74,662.19
4/4/2014,1026.2,448.91,659.5
4/7/2014,1011.39,442.43,649.98
4/8/2014,1020.55,446.44,655.87
4/9/2014,1025.48,448.59,659.03
4/10/2014,1011.84,442.62,650.25
4/11/2014,1009.58,441.64,648.8
4/14/2014,1022.86,447.44,657.31
4/15/2014,1035.68,453.05,665.55
4/16/2014,1048.17,458.51,673.58
4/17/2014,1056.86,462.31,679.12
4/21/2014,1063.77,465.33,683.56
4/22/2014,1061.43,464.3,682.05
4/23/2014,1066.44,466.5,685.28
4/24/2014,1065.41,466.05,684.62
4/25/2014,1060.76,464.01,681.62
4/28/2014,1063.83,465.32,683.45
4/29/2014,1068.33,467.29,686.34
4/30/2014,1068.25,467.26,686.29
5/1/2014,1064.59,465.64,683.84
5/2/2014,1067.99,467.12,686.03
5/5/2014,1072.97,469.3,689.2
5/6/2014,1074.52,469.98,690.2
5/7/2014,1082.92,473.63,695.51
5/8/2014,1069.01,467.55,686.57
5/9/2014,1068.91,467.27,685.35
5/12/2014,1075.47,470.14,689.56
5/13/2014,1079.01,471.68,691.8
5/14/2014,1079.5,471.89,692.09
5/15/2014,1066.77,466.14,683.03
5/16/2014,1063.8,464.84,681.13
5/19/2014,1067.18,466.29,683.14
5/20/2014,1064.61,465.16,681.49
5/21/2014,1076.67,470.36,688.88
5/22/2014,1074.92,469.6,687.75
5/23/2014,1073.59,469.02,686.9
5/27/2014,1076.04,470.09,688.47
5/28/2014,1077.47,470.69,689.28
5/29/2014,1085.27,474.1,694.26
5/30/2014,1084.02,473.55,693.46
6/2/2014,1081.82,472.54,691.8
6/3/2014,1085.41,474.11,694.1
6/4/2014,1083.94,473.46,693.16
6/5/2014,1090.62,476.37,697.36
6/6/2014,1099.99,480.41,703.13
6/9/2014,1101.2,480.93,703.85
6/10/2014,1100.08,480.44,703.14
6/11/2014,1104,482.11,705.42
6/12/2014,1107.6,483.68,707.69
6/13/2014,1118.77,488.55,714.83
6/16/2014,1124.61,491.1,718.56
6/17/2014,1122.71,490.27,717.34
6/18/2014,1131.18,493.97,722.75
6/19/2014,1138.18,497.03,727.23
6/20/2014,1149.03,501.77,734.16
6/23/2014,1153.61,503.77,737.09
6/24/2014,1130.78,493.8,722.5
6/25/2014,1138.29,497.08,727.3
6/26/2014,1139.19,497.47,727.87
6/27/2014,1138.63,497.23,727.52
6/30/2014,1138.8,497.3,727.63
7/1/2014,1139.92,497.79,728.34
7/2/2014,1138.66,497.24,727.53
7/3/2014,1143.1,499.18,730.37
7/7/2014,1136.62,496.35,726.23
7/8/2014,1134.82,495.56,725.08
7/9/2014,1142.03,498.71,729.69
7/10/2014,1131.19,493.98,722.76
7/11/2014,1122.54,490.2,717.24
7/14/2014,1132.39,494.5,723.51
7/15/2014,1127.46,492.34,720.34
7/16/2014,1145.07,500.03,731.59
7/17/2014,1127.27,492.19,719.87
7/18/2014,1130.53,493.6,721.91
7/21/2014,1132.27,494.36,723.03
7/22/2014,1140.92,498.14,728.55
7/23/2014,1147.29,500.92,732.62
7/24/2014,1148.58,501.48,733.44
7/25/2014,1139.76,497.63,727.81
7/28/2014,1138.45,497.06,726.97
7/29/2014,1134.08,495.13,724.07
7/30/2014,1128.22,492.57,720.33
7/31/2014,1101.03,480.68,702.87
8/1/2014,1093.2,477.26,697.87
8/4/2014,1110.83,484.95,709.1
8/5/2014,1087.08,474.58,693.94
8/6/2014,1091.36,476.45,696.66
8/7/2014,1083.9,473.19,691.9
8/8/2014,1102.27,481.19,703.5
8/11/2014,1102.42,481.02,702.45
8/12/2014,1095.09,477.82,697.78
8/13/2014,1098.97,479.48,700.1
8/14/2014,1093.47,477.08,696.58
8/15/2014,1100.32,479.9,700.15
8/18/2014,1103.68,481.33,702.12
8/19/2014,1111.7,484.83,707.23
8/20/2014,1114.09,485.86,708.65
8/21/2014,1114.12,485.87,708.67
8/22/2014,1106.89,482.71,704.06
8/25/2014,1115.62,486.52,709.61
8/26/2014,1121.39,489.04,713.29
8/27/2014,1120.33,488.57,712.59
8/28/2014,1119.81,488.35,712.27
8/29/2014,1125.64,490.83,715.72
9/2/2014,1111.61,484.72,706.8
9/3/2014,1115.07,486.23,709
9/4/2014,1100.76,479.97,699.83
9/5/2014,1108.33,483.27,704.64
9/8/2014,1091.18,475.74,693.47
9/9/2014,1086,473.48,690.18
9/10/2014,1083.16,472.19,688.1
9/11/2014,1084.11,472.6,688.7
9/12/2014,1067.83,465.5,678.33
9/15/2014,1075.63,468.9,683.29
9/16/2014,1088.39,474.46,691.39
9/17/2014,1083.17,472.18,688.08
9/18/2014,1078.02,469.94,684.8
9/19/2014,1078.05,469.95,684.82
9/22/2014,1063.41,463.57,675.52
9/23/2014,1060.05,462.11,673.39
9/24/2014,1060.43,462.27,673.63
9/25/2014,1044.15,455.18,663.29
9/26/2014,1057.78,461.12,671.95
9/29/2014,1053.32,459.17,669.11
9/30/2014,1040.64,453.64,661.05
10/1/2014,1021.21,445.17,648.71
10/2/2014,1017.33,443.48,646.25
10/3/2014,1017.35,443.49,646.26
10/6/2014,1018.65,444.06,647.09
10/7/2014,1005.1,438.15,638.48
10/8/2014,1015.22,442.56,644.91
10/9/2014,978.2,426.35,621.04
10/10/2014,966.71,421.34,613.73
10/13/2014,939.12,409.32,596.21
10/14/2014,927.59,404.29,588.9
10/15/2014,931.62,406.04,591.42
10/16/2014,947.32,412.88,601.39
10/17/2014,956,416.67,606.9
10/20/2014,963.33,419.85,611.51
10/21/2014,991.52,432.14,629.4
10/22/2014,975.08,424.97,618.97
10/23/2014,992.49,432.56,630.02
10/24/2014,989.67,431.33,628.23
10/27/2014,969.58,422.58,615.48
10/28/2014,991.58,432.16,629.44
10/29/2014,993.34,432.91,630.45
10/30/2014,990.45,431.63,628.5
10/31/2014,1010.69,440.44,641.32
11/3/2014,993.14,432.79,630.16
11/4/2014,973.97,424.43,617.99
11/5/2014,990.98,431.85,628.79
11/6/2014,1003.68,437.38,636.84
11/7/2014,1014.88,442.02,642.8
11/10/2014,1006.43,438.35,637.45
11/11/2014,1009.07,439.49,639.12
11/12/2014,1000.16,435.56,633.21
11/13/2014,986.86,429.75,624.69
11/14/2014,996.31,433.7,629.88
11/17/2014,992.26,431.9,627.15
11/18/2014,992.68,432.08,627.42
11/19/2014,998.23,434.5,630.93
11/20/2014,1009.14,439.25,637.82
11/21/2014,1021.45,444.6,645.6
11/24/2014,1013.99,441.36,640.88
11/25/2014,997.77,434.3,630.62
11/26/2014,986.75,429.5,623.65
11/28/2014,924.93,402.59,584.58
12/1/2014,931.82,405.55,588.74
12/2/2014,944.23,410.95,596.58
12/3/2014,955.44,415.8,603.53
12/4/2014,947.86,412.49,598.67
12/5/2014,936.55,407.57,591.53
12/8/2014,900.42,391.79,568.43
12/9/2014,908.11,395.13,573.29
12/10/2014,880.42,383.05,555.63
12/11/2014,880.73,383.18,555.82
12/12/2014,861.84,374.96,543.9
12/15/2014,855.74,372.3,540.03
12/16/2014,861.71,374.9,543.79
12/17/2014,898.09,390.73,566.75
12/18/2014,917.17,399.03,578.79
12/19/2014,945.79,411.48,596.85
12/22/2014,936.53,407.45,591.01
12/23/2014,948.3,412.57,598.44
12/24/2014,940.63,409.24,593.6
12/26/2014,939.98,408.95,593.19
12/29/2014,942.47,410.04,594.76
12/30/2014,936.59,407.48,591.05
12/31/2014,929.53,404.41,586.59
1/2/2015,933.53,406.15,589.12
1/5/2015,896.27,389.94,565.6
1/6/2015,884.53,384.83,558.19
1/7/2015,887.54,386.14,560.09
1/8/2015,907.1,394.65,572.44
1/9/2015,899.94,391.53,567.92
1/12/2015,874.71,380.56,552
1/13/2015,868.39,377.8,547.99
1/14/2015,869.54,378.3,548.68
1/15/2015,859.04,373.73,542.06
1/16/2015,886.46,385.66,559.36
1/20/2015,887.37,386.05,559.9
1/21/2015,903.62,393.12,570.15
1/22/2015,908.84,395.39,573.44
1/23/2015,900.66,391.83,568.28
1/26/2015,913.17,397.27,576.18
1/27/2015,911.59,396.58,575.18
1/28/2015,876.38,381.25,552.91
1/29/2015,878.35,382.05,553.86
1/30/2015,884.82,384.87,557.95
2/2/2015,911.36,396.41,574.68
2/3/2015,936.66,407.42,590.64
2/4/2015,921.57,400.85,581.12
2/5/2015,934.94,406.66,589.53
2/6/2015,934.32,406.15,587.98
2/9/2015,936.49,407.03,589.03
2/10/2015,934.69,406.25,587.89
2/11/2015,928.75,403.64,584.03
2/12/2015,943.16,409.64,591.84
2/13/2015,961.75,417.7,603.4
2/17/2015,963.14,418.3,604.28
2/18/2015,949.28,412.26,595.48
